Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of building
RBU65632,Sijsele,8340,389731.00,House,House,Sale,3,143 ,,,,False,True,3,,New
RBU65548,Lombardsijde,8434,401425.00,House,House,Sale,3,161 ,,,,True,True,3,,New
RBU65544,Kortemark,8610,285845.00,Appartment,Flat,Sale,2,91 ,,,,True,True,2,,New
RBU65543,Kortemark,8610,345975.00,Appartment,Flat,Sale,3,115 ,,,,True,True,2,,New
RBU65542,Diksmuide,8600,219000.00,House,Bungalow,Sale,3,246 ,,,,True,True,3,,To be renovated
RBU65535,Duinbergen,8301,925000.00,Appartment,Flat,Sale,2,87 ,,,,True,True,3,,Fully renovated
VBD49073,Rekkem,8930,960.00,House,House,Rent,3,110 ,1,False,,20 m²,True,2,False,Normal
RBU65297,Brugge,8000,475000.00,House,House,Sale,6,323 ,,False,,False,True,2,,To be renovated
RBU65294,Koksijde,8670,340000.00,Appartment,Flat,Sale,2,73 ,,True,,False,True,4,,Excellent
RBU65293,Koksijde,8670,159000.00,Appartment,Flat,Sale,2,50 ,,,,True,False,2,,Excellent
RBU65289,Izegem,8870,285000.00,House,House,Sale,3,224 ,1,False,,50 m²,450 m²,2,False,Normal
RBU65288,Meulebeke,8760,645000.00,House,House,Sale,4,233 ,1,False,,20 m²,1000 m²,4,False,Normal
RBU65287,Wingene,8750,1120.00,House,Villa,Rent,4,,,,,True,True,,,New
RBU65286,Moerkerke,8340,1350.00,House,House,Rent,4,246 ,,,,False,True,4,,Excellent
RBU65285,Sint-Kruis,8310,169000.00,Appartment,Flat,Sale,2,95 ,,,,True,False,2,,To be renovated
RBU65284,Roeselare,8800,198000.00,Appartment,Flat,Sale,3,112 ,,,,True,True,,,Excellent
RBU65283,Roeselare,8800,175000.00,Appartment,Flat,Sale,2,85 ,,,,True,True,,,Excellent
RBU65281,Zeebrugge,8380,160000.00,Appartment,FlatStudio,Sale,1,30 ,,,,True,True,,True,
RBU65278,Knokke-Heist,8300,895000.00,House,House,Sale,4,216 ,,,,True,True,4,,
RBU65277,Knokke-Heist,8300,895000.00,House,House,Sale,4,204 ,,,,True,True,4,,
RBU65273,Koksijde,8670,275000.00,Appartment,Flat,Sale,2,73 ,1,,,True,,2,False,
RBU65272,Roeselare,8800,334235.00,House,House,Sale,3,135 ,,,,False,True,3,,
RBU65271,Koksijde,8670,430000.00,House,House,Sale,4,,,,,True,True,4,,Excellent
RBU65262,Brielen,8900,299000.00,House,House,Sale,3,174 ,,False,,True,True,2,,Normal
RBU65222,Veurne,8630,875.00,Appartment,Flat,Rent,2,92 ,,,,10 m²,False,,,
RBU65221,Veurne,8630,293000.00,Appartment,Flat,Sale,1,80 ,,,,19 m²,False,,,
RBU65152,Ruiselede,8755,1100.00,Appartment,Flat,Rent,3,,,,,45 m²,False,,,
RBU65151,Tielt,8700,800.00,House,MasterHouse,Rent,2,156 ,,,,24 m²,False,2,,
RBU65146,Wingene,8750,300000.00,House,House,Sale,3,139 ,1,False,,True,296 m²,4,False,Normal
RBU65144,Nieuwpoort,8620,349000.00,Appartment,Duplex,Sale,2,113 ,,,,False,False,,,
RBU65084,Torhout,8820,775.00,Appartment,Flat,Rent,2,,,,,True,False,,,
RBU65080,Nieuwpoort,8620,549000.00,Appartment,Flat,Sale,3,80 ,,,,False,False,,,Fully renovated
RBU65078,Middelkerke,8430,295000.00,Appartment,Flat,Sale,1,51 ,,,,True,False,,,Fully renovated
RBU65070,Harelbeke,8530,225000.00,Appartment,GroundFloor,Sale,1,81 ,,,,14 m²,True,,,
RBU65063,Kortrijk,8500,705000.00,House,Villa,Sale,2,260 ,,False,,True,True,4,,
RBU65054,Kortrijk,8500,1490000.00,House,House,Sale,5,835 ,,False,,100 m²,1500 m²,4,True,
RBU65052,Avelgem,8580,785.00,House,House,Rent,3,,,,,1 m²,True,3,,
RBU65050,Oostkamp,8020,785.00,Appartment,Flat,Rent,1,75 ,,,,True,False,,,
RBU65036,Sint-Andries,8200,695.00,Appartment,Flat,Rent,2,85 ,,,,6 m²,False,,,
RBU65035,Sint-Andries,8200,359000.00,House,House,Sale,3,150 ,,,,True,True,3,,
RBU65031,Kortrijk,8500,289000.00,Appartment,Flat,Sale,3,112 ,,,,9 m²,,,,
RBU65020,Roeselare,8800,299000.00,House,House,Sale,2,,,,,True,False,2,,
RBU65018,Menen,8930,379000.00,House,House,Sale,3,136 ,,,,False,True,4,,
RBU64982,Loppem,8210,259000.00,House,House,Sale,3,102 ,,False,,False,True,3,,To be renovated
RBU64932,Meulebeke,8760,185000.00,House,House,Sale,4,160 ,,,,True,True,,,To be renovated
RBU64928,De Panne,8660,219000.00,Appartment,Flat,Sale,2,65 ,,False,,True,False,,,Normal
VBD48530,Wervik,8940,1250000.00,House,Cottage,Sale,3,,1,False,True,True,True,4,True,Normal
RBU64919,Brugge,8000,120000.00,House,House,PublicSale,4,,,,,True,True,2,,To be renovated
RBU64871,Deerlijk,8540,379000.00,House,House,Sale,3,137 ,,False,,50 m²,200 m²,3,False,Normal
RBU64865,Nieuwpoort,8620,2950000.00,House,Cottage,Sale,20,2000 ,1,True,,True,5000 m²,4,False,Normal
RBU64864,Desselgem,8792,249000.00,House,House,Sale,3,150 ,1,False,,True,150 m²,2,False,Normal
RBU64856,Izegem,8870,175000.00,House,House,Sale,2,98 ,,,,True,False,2,,Normal
RBU64850,Koolskamp,8851,1250.00,House,House,Rent,3,165 ,,,,True,True,3,,
RBU64849,Koolskamp,8851,1250.00,House,House,Rent,3,165 ,,,,True,True,3,,
RBU64838,Gistel,8470,259000.00,House,House,Sale,4,,,,,True,True,2,,
RBU64837,Zuidschote,8904,199000.00,House,House,Sale,4,330 ,,,,False,True,2,,
RBU64831,Sint-Idesbald,8670,850000.00,House,House,Sale,3,,,True,,True,True,,,Excellent
RBU64802,Beernem,8730,635000.00,House,House,Sale,4,,,,,True,True,,,Excellent
RBU64800,Sint-Kruis,8310,925.00,Appartment,Flat,Rent,2,106 ,,,,True,False,2,,
RBU64799,Sint-Kruis,8310,990.00,Appartment,Flat,Rent,3,103 ,,,,True,False,,,Excellent
RBU64798,Beernem,8730,1200.00,House,Villa,Rent,3,,,,,True,True,4,,New
RBU64796,Koksijde,8670,900.00,Appartment,Flat,Rent,2,85 ,,True,,False,False,2,,Excellent
RBU64795,Koksijde,8670,249000.00,Appartment,Flat,Sale,2,65 ,,,,True,False,2,,To be renovated
RBU64794,Koksijde,8670,299000.00,Appartment,Flat,Sale,2,55 ,,True,,60 m²,False,2,,Fully renovated
RBU64793,Koksijde,8670,179500.00,Appartment,Flat,Sale,2,40 ,,True,,False,True,2,,Excellent
VBD48427,Kortrijk,8500,895.00,Appartment,Flat,Rent,2,102 ,1,False,,True,True,2,False,Normal
VBD48426,Lauwe,8930,324900.00,House,House,Sale,3,196 ,1,False,,True,True,3,False,Normal
RBU64788,Bredene,8450,450000.00,Appartment,Flat,Sale,2,96 ,1,False,,25 m²,False,2,False,Excellent
RBU64786,Brugge,8000,480000.00,House,Villa,Sale,4,364 ,1,False,,20 m²,450 m²,3,False,To be renovated
RBU64785,Oostende,8400,318800.00,Appartment,Flat,Sale,2,96 ,1,True,,8 m²,False,2,False,Normal
RBU64784,Sint-Michiels,8200,725000.00,House,House,Sale,4,258 ,1,False,,20 m²,650 m²,3,False,New
RBU64783,Sint-Michiels,8200,769000.00,House,House,Sale,4,286 ,1,False,,True,700 m²,3,False,New
RBU64782,Sint-Andries,8200,110000.00,Appartment,FlatStudio,Sale,1,17 ,,False,,False,False,2,False,Excellent
RBU64781,Sint-Andries,8200,119000.00,Appartment,FlatStudio,Sale,1,17 ,,False,,False,False,2,False,Excellent
RBU64780,Brugge,8000,234800.00,Appartment,Duplex,Sale,2,68 ,1,False,,8 m²,False,3,False,Normal
RBU64779,Sint-Michiels,8200,474800.00,House,MixedBuilding,Sale,4,308 ,,False,,12 m²,458 m²,4,False,Normal
RBU64777,Oostende,8400,348800.00,House,Bungalow,Sale,3,145 ,1,False,,20 m²,694 m²,4,False,To be renovated
RBU64776,Leffinge,8432,134800.00,House,House,Sale,3,140 ,,False,,10 m²,False,2,False,To be renovated
RBU64775,Bredene,8450,275000.00,Appartment,Flat,Sale,2,90 ,,,,22 m²,,,,
RBU64774,Oostende,8400,235000.00,Appartment,FlatStudio,Sale,,35 ,,,,True,,,,Excellent
RBU64635,Izegem,8870,215000.00,House,House,Sale,2,118 ,,,,True,True,2,,Excellent
RBU64571,Hooglede,8830,469000.00,House,House,Sale,3,189 ,,,,True,True,4,,Excellent
RBU64458,Ooigem,8710,1750000.00,House,Villa,Sale,5,480 ,,False,,110 m²,True,4,True,
RBU64434,Harelbeke,8530,189000.00,House,House,Sale,4,150 ,,,,True,True,,,
RBU64412,Kortrijk,8500,545000.00,House,House,Sale,3,249 ,1,,,True,True,2,,Excellent
RBU64408,De Panne,8660,375000.00,Appartment,Penthouse,Sale,2,100 ,,,,True,False,2,,Excellent
RBU64402,Brugge,8000,459000.00,House,House,Sale,3,,,,,True,False,,,
RBU64398,Wakken,8720,445000.00,House,House,Sale,3,299 ,,False,,False,False,,,Normal
RBU64394,Kortrijk,8500,149000.00,House,House,Sale,3,156 ,,False,,True,False,2,,
RBU64393,Kortrijk,8500,900.00,House,House,Rent,3,150 ,1,False,,23 m²,False,2,False,Excellent
RBU64391,Kortrijk,8500,745.00,Appartment,Flat,Rent,1,60 ,1,False,,3 m²,False,,False,New
RBU64366,Tielt,8700,725.00,Appartment,Flat,Rent,1,,,,,True,True,,,
RBU64365,Wielsbeke,8710,850.00,Appartment,Flat,Rent,2,,,,,6 m²,False,,,
RBU64352,Koksijde,8670,345000.00,House,House,Sale,3,178 ,,,,True,True,,,To be renovated
RBU64351,Koksijde,8670,747500.00,Appartment,Flat,Sale,4,176 ,,,,True,False,,,Normal
RBU64347,Koksijde,8670,800.00,Appartment,Flat,Rent,1,51 ,,,,False,False,,,Normal
RBU64345,Oostduinkerke,8670,269000.00,Appartment,Flat,Sale,2,89 ,,,,False,False,,,Normal
RBU64344,Oostduinkerke,8670,249000.00,Appartment,Flat,Sale,1,58 ,,True,,True,False,,,Normal
RBU64327,Aartrijke,8211,745.00,Appartment,Duplex,Rent,3,,,,,1 m²,False,,,
RBU64323,Waregem,8790,975.00,Appartment,Flat,Rent,2,97 ,,,,True,True,,,
RBU64315,Brugge,8000,199000.00,Appartment,Flat,Sale,2,73 ,,,,False,False,,,
RBU64314,Brugge,8000,369000.00,House,House,Sale,2,110 ,,,,False,True,2,,
RBU64313,Brugge,8000,319000.00,House,House,Sale,2,120 ,,,,False,False,2,,
RBU64289,Oostende,8400,279000.00,House,House,Sale,3,,,False,,False,False,3,,Normal
RBU64275,Brugge,8000,649000.00,Appartment,Flat,Sale,3,174 ,,False,,15 m²,False,2,,Normal
RBU64263,Izegem,8870,329000.00,House,House,Sale,3,143 ,1,False,,40 m²,200 m²,3,False,Normal
RBU64262,Roeselare,8800,249500.00,House,House,Sale,3,123 ,1,False,,45 m²,175 m²,2,False,Normal
RBU64261,Roeselare,8800,109000.00,Appartment,Flat,Sale,1,40 ,1,False,,6 m²,False,3,False,Normal
RBU64260,Oostrozebeke,8780,349000.00,House,House,Sale,3,145 ,,False,,58 m²,False,3,,Normal
RBU64249,Waregem,8790,1100.00,Appartment,Flat,Rent,2,93 ,,False,,12 m²,True,,,New
RBU64246,Meulebeke,8760,275000.00,Appartment,Flat,Sale,2,129 ,1,,,True,False,3,False,New
RBU64245,Meulebeke,8760,275000.00,Appartment,Flat,Sale,2,129 ,1,,,True,False,3,False,Excellent
RBU64244,Waregem,8790,548000.00,House,House,Sale,3,200 ,1,False,,True,300 m²,3,False,New
RBU64242,Poperinge,8970,159000.00,House,House,Sale,3,130 ,,False,,True,True,3,,To be renovated
VBD47782,Brugge,8000,600.00,Appartment,Flat,Rent,,,,True,,True,False,,,
RBU64198,Brugge,8000,459000.00,House,House,Sale,3,169 ,,,,False,False,2,,
RBU63430,Nieuwpoort,8620,439000.00,House,House,Sale,4,161 ,,,,True,True,4,,Excellent
RBU63286,Damme,8340,319000.00,House,House,Sale,5,176 ,1,False,,30 m²,470 m²,4,False,To be renovated
RBU63263,Ingelmunster,8770,975000.00,House,Villa,Sale,5,660 ,,,,False,True,,,Excellent
RBU63112,Ieper,8900,259000.00,House,House,Sale,2,111 ,,,,True,True,3,,Excellent
RBU63104,Wielsbeke,8710,850.00,Appartment,Flat,Rent,2,100 ,,,,11 m²,False,,,
RBU63102,Ichtegem,8480,750.00,House,House,Rent,3,196 ,,,,True,True,4,,
RBU63101,Roeselare,8800,235000.00,House,House,Sale,4,141 ,,,,True,True,2,,
RBU63100,Eernegem,8480,750.00,House,House,Rent,3,128 ,,,,False,False,2,,
RWC41160,Kortrijk,8500,240000.00,House,House,Sale,3,130 ,1,,False,16 m²,100 m²,2,,Fully renovated
RBU63084,Damme,8340,424800.00,House,House,Sale,3,230 ,1,False,,20 m²,834 m²,3,False,Normal
RWC41159,Rekkem,8930,340000.00,House,Villa,Sale,3,1 ,1,,True,,True,4,,Excellent
RBU63082,Tielt,8700,165000.00,Appartment,Flat,Sale,3,105 ,,,,True,False,,,Normal
RBU63079,Kuurne,8520,285000.00,House,House,Sale,4,187 ,,False,,True,175 m²,3,False,Normal
RBU63078,Bissegem,8501,220000.00,House,House,Sale,3,150 ,,False,,True,275 m²,3,False,To be renovated
RWC41158,Bredene,8450,340000.00,House,House,Sale,3,1 ,1,,,,True,3,,Excellent
RBU63000,Waregem,8790,449000.00,House,Villa,Sale,3,160 ,,,,47 m²,True,4,,
RBU62999,Avelgem,8580,199000.00,Appartment,Flat,Sale,1,77 ,,,,True,False,,,
RBU62998,Brugge,8000,189000.00,House,House,Sale,2,,,,,True,False,2,,
RBU62997,Brugge,8000,130000.00,Appartment,GroundFloor,Sale,1,37 ,,,,True,False,,,
RBU62994,Brugge,8000,295000.00,House,House,Sale,3,107 ,,,,False,True,2,,
RBU62993,Assebroek,8310,1495.00,Appartment,Duplex,Rent,3,,,,,1 m²,False,,,
RBU62992,Ichtegem,8480,545000.00,House,House,Sale,3,191 ,,,,True,True,4,,Fully renovated
RBU62987,Roeselare,8800,1200.00,Appartment,Flat,Rent,3,157 ,,,,True,False,,,Excellent
RBU62986,Sint-Idesbald,8670,645000.00,Appartment,Flat,Sale,3,208 ,,,,True,False,2,,
RBU62985,Kuurne,8520,299000.00,House,House,Sale,5,274 ,,,,True,True,2,,Normal
RBU62984,De Haan,8420,1840000.00,Appartment,Flat,Sale,3,172 ,,True,,True,True,,,Excellent
RBU62976,Duinbergen,8301,1325000.00,House,House,Sale,6,258 ,,,,False,True,2,,
RBU62713,Brugge,8000,299000.00,House,House,Sale,4,191 ,,,,True,True,2,,To be renovated
RBU62706,Assebroek,8310,525000.00,House,House,Sale,4,180 ,,,,True,True,,,Fully renovated
RBU62665,Ieper,8900,790.00,Appartment,Flat,Rent,2,92 ,,False,,True,False,2,,Normal
VBD47466,Staden,8840,260000.00,Appartment,Flat,Sale,2,83 ,1,,,10 m²,,,False,New
VBD47465,Staden,8840,260000.00,Appartment,Flat,Sale,2,83 ,1,,,10 m²,,,False,New
RBU62639,Brugge,8000,875.00,Appartment,Flat,Rent,2,90 ,,False,False,True,False,,,New
RBU62633,Anzegem,8570,690000.00,House,MixedBuilding,Sale,,1000 ,,,,True,,4,False,Normal
VBD47440,Staden,8840,275000.00,Appartment,Flat,Sale,2,103 ,1,,,8 m²,,,False,New
RBU62620,Meulebeke,8760,770.00,Appartment,Flat,Rent,2,102 ,,,,True,False,,,
RBU62619,Tielt,8700,875.00,Appartment,Flat,Rent,2,94 ,,,,21 m²,False,,,
RBU62618,Diksmuide,8600,585000.00,House,House,Sale,4,266 ,,,,,True,4,,
RBU62617,Zedelgem,8210,267000.00,Appartment,Flat,Sale,1,68 ,,,,16 m²,False,,,
RBU62615,Zedelgem,8210,485000.00,Appartment,Flat,Sale,3,133 ,,,,10 m²,False,,,
RBU62614,Zedelgem,8210,360000.00,Appartment,Flat,Sale,2,96 ,,,,12 m²,False,,,
RBU62612,Zedelgem,8210,270000.00,Appartment,Flat,Sale,1,66 ,,,,17 m²,False,,,
RBU62611,Zedelgem,8210,449000.00,Appartment,Flat,Sale,2,110 ,,,,63 m²,False,,,
RBU62590,Meulebeke,8760,269000.00,House,House,Sale,5,111 ,,,,True,True,2,,
RBU62589,Ruiselede,8755,149000.00,Appartment,Flat,Sale,1,57 ,,,,True,False,,,
RBU62588,Tielt,8700,875.00,House,House,Rent,3,225 ,,,,False,True,4,,
RBU62583,Koksijde,8670,279000.00,Appartment,Flat,Sale,1,83 ,,True,,True,False,,,Normal
RBU62581,Koksijde,8670,395000.00,Appartment,Flat,Sale,2,68 ,,,,True,False,,,Normal
RBU62579,Aarsele,8700,495000.00,House,Villa,Sale,3,264 ,,,,True,380 m²,,,Normal
RBU62577,Oostduinkerke,8670,749000.00,House,Villa,Sale,4,214 ,,False,,False,True,,,Normal
RBU62576,Koksijde,8670,280000.00,Appartment,Flat,Sale,2,97 ,,,,False,False,,,To be renovated
RBU62575,Otegem,8553,315000.00,House,House,Sale,3,120 ,,,,23 m²,353 m²,,,
RBU62574,Koksijde,8670,560000.00,Appartment,Flat,Sale,2,108 ,,,,True,False,,,Normal
RBU62572,Koksijde,8670,325000.00,Appartment,Flat,Sale,2,82 ,,,,False,True,,,Normal
RBU62571,Otegem,8553,320000.00,House,House,Sale,3,120 ,,,,23 m²,389 m²,,,
RBU62569,Koksijde,8670,250000.00,House,House,Sale,3,86 ,,,,True,True,,,Fully renovated
RBU62568,Otegem,8553,330000.00,House,House,Sale,3,120 ,,,,23 m²,458 m²,,,
RBU62565,Oostrozebeke,8780,399000.00,House,House,Sale,3,210 ,,,,False,True,,,New
VBD47352,Rekkem,8930,179000.00,House,House,Sale,3,,,,,True,True,2,,
RBU62556,Brugge,8000,360000.00,Appartment,Flat,Sale,3,101 ,,,,True,False,,,
RBU62545,Harelbeke,8530,198000.00,Appartment,Flat,Sale,1,67 ,1,False,,10 m²,False,4,False,Normal
RBU62544,Desselgem,8792,379000.00,House,House,Sale,3,144 ,1,False,,50 m²,300 m²,3,False,Normal
RBU62543,Izegem,8870,179000.00,House,House,Sale,3,106 ,1,False,,21 m²,200 m²,2,False,Normal
RBU62542,Oostende,8400,319000.00,Appartment,Flat,Sale,3,111 ,1,False,,9 m²,False,2,False,New
RBU62541,Menen,8930,235000.00,House,House,Sale,3,124 ,1,False,,10 m²,250 m²,4,False,Normal
RBU62540,Lissewege,8380,345000.00,House,House,Sale,4,138 ,1,False,,20 m²,230 m²,2,False,Normal
RBU62538,Knokke-Heist,8300,715.00,Appartment,FlatStudio,Rent,,45 ,,,,True,False,,,
RWC41155,Brugge,8000,675000.00,House,House,Sale,3,187 ,1,,,25 m²,78 m²,2,,Fully renovated
RBU62536,Menen,8930,575000.00,House,House,Sale,1,502 ,,,,False,,3,False,Excellent
RBU62534,Menen,8930,650000.00,House,House,Sale,3,937 ,,,,True,,3,False,Excellent
RBU62533,Deerlijk,8540,385000.00,House,House,Sale,3,165 ,1,False,,True,True,2,False,Excellent
RBU62531,Menen,8930,349000.00,House,MixedBuilding,Sale,,195 ,1,,,True,,2,False,Normal
RBU62529,Brugge,8000,1055.00,Appartment,Flat,Rent,3,,,,,1 m²,False,,,
RBU62440,Avelgem,8580,458000.00,House,Villa,Sale,3,160 ,,,,False,False,4,,
RBU62427,Oostrozebeke,8780,238000.00,House,House,Sale,3,144 ,,,,True,584 m²,,,To be renovated
RBU62425,Koksijde,8670,595000.00,Appartment,Flat,Sale,2,80 ,,,,False,False,,,Fully renovated
RBU62424,Nieuwpoort,8620,595000.00,Appartment,Flat,Sale,2,78 ,,,,True,False,,,Normal
RBU62423,Koksijde,8670,209000.00,Appartment,Flat,Sale,2,63 ,,,,False,False,,,Normal
RBU62421,Koksijde,8670,149000.00,Appartment,FlatStudio,Sale,0,39 ,,True,,False,False,,,Normal
RBU62420,Oostduinkerke,8670,499000.00,Appartment,Flat,Sale,3,143 ,,False,,True,False,,,Normal
RWC41152,Wervik,8940,425000.00,House,House,Sale,4,382 ,1,,False,True,True,2,False,Fully renovated
RBU62403,Waregem,8790,2500000.00,House,House,Sale,3,600 ,1,True,,True,True,4,True,Normal
RBU62366,Deerlijk,8540,319000.00,House,MixedBuilding,Sale,4,216 ,,False,,True,,2,False,Normal
RBU62362,Assebroek,8310,439000.00,Appartment,Flat,Sale,5,292 ,1,False,,False,False,2,,To renovate
RBU62360,Sint-Michiels,8200,1100.00,Appartment,Flat,Rent,2,96 ,,,,6 m²,False,,,
RBU62359,Oostende,8400,434000.00,House,House,Sale,4,,,,,False,True,2,,
RBU62356,Sint-Kruis,8310,398000.00,House,House,Sale,3,,,,,True,True,,,
VBD47079,Kortrijk,8500,265000.00,Appartment,Flat,Sale,2,78 ,1,False,,4 m²,False,,False,Fully renovated
VBD47078,Rekkem,8930,319000.00,House,House,Sale,2,149 ,1,False,,True,300 m²,4,False,Excellent
VBD47077,Bissegem,8501,259000.00,Appartment,Flat,Sale,2,79 ,1,False,,True,True,,False,Normal
RBU62339,Oostende,8400,550.00,Appartment,FlatStudio,Rent,,,,True,,False,False,,,
RBU62338,Oostende,8400,229000.00,Appartment,Flat,Sale,1,50 ,,,,2 m²,False,,,
RBU62323,Ardooie,8850,475000.00,House,House,Sale,5,306 ,,,,False,True,4,,To be renovated
RBU62321,Blankenberge,8370,900.00,Appartment,Flat,Rent,1,,,,,False,False,,,
RBU62320,Wingene,8750,649000.00,House,MixedBuilding,Sale,2,350 ,,,,True,True,,,Excellent
RBU62319,Sint-Michiels,8200,549000.00,Appartment,Flat,Sale,2,119 ,,,,32 m²,False,,,Excellent
RBU62291,Oostduinkerke,8670,439000.00,House,House,Sale,4,161 ,,,,True,True,4,,Excellent
RBU62289,Duinbergen,8301,460000.00,Appartment,Flat,Sale,1,66 ,,,,True,True,2,,
RBU62199,Koksijde,8670,497200.00,House,Villa,Sale,3,142 ,,False,,False,True,,,Excellent
RBU62167,Westende,8434,315000.00,House,House,Sale,3,76 ,,True,,True,True,,,Excellent
RBU62148,Blankenberge,8370,199000.00,Appartment,Flat,Sale,3,97 ,,,,False,False,,,
RBU62144,Sint-Idesbald,8670,280000.00,Appartment,Flat,Sale,2,,,,,True,False,,,To be renovated
RBU62142,Oostende,8400,725.00,Appartment,Flat,Rent,,,,,,False,False,,,
RBU62140,Menen,8930,95000.00,House,House,Sale,2,100 ,,False,,True,60 m²,2,,Normal
RBU62134,Middelkerke,8430,285000.00,Appartment,Flat,Sale,1,55 ,,True,,False,False,,,Normal
RBU62107,Koekelare,8680,745.00,Appartment,Flat,Rent,2,,,,,True,False,,,
RWC41147,Oostende,8400,249000.00,Appartment,Flat,Sale,2,82 ,1,,,True,,,,Excellent
RWC41145,Assebroek,8310,199000.00,Appartment,Flat,Sale,1,65 ,1,,,12 m²,,,,Normal
RBU62083,Kerkhove,8581,199900.00,House,House,Sale,3,280 ,,,,False,True,2,,
RBU62078,Kaster,8572,780.00,House,House,Rent,2,208 ,,,,True,True,2,,
RBU62076,Brugge,8000,299000.00,House,House,Sale,3,,,,,True,False,2,,
RBU62075,Brugge,8000,209000.00,House,House,Sale,4,143 ,,,,True,True,2,,
RBU62073,Sint-Eloois-Vijve,8793,1000.00,Appartment,Flat,Rent,3,122 ,,,,9 m²,False,,,
RBU62072,Dikkebus,8900,179900.00,House,House,Sale,3,105 ,,,,True,True,2,,
RBU62071,Brugge,8000,1500.00,House,House,Rent,5,173 ,,,,True,True,2,,
RWC41144,Assebroek,8310,239000.00,House,House,Sale,4,147 ,1,,,25 m²,80 m²,2,,Normal
RBU62065,Knokke-Heist,8300,975.00,Appartment,Flat,Rent,2,85 ,,,,True,False,,,
RBU62063,Brugge,8000,1500.00,House,Villa,Rent,3,,,,,1 m²,True,2,,
RBU62062,Koksijde,8670,255000.00,Appartment,Flat,Sale,,,,,,True,False,,,
RBU62042,Bekegem,8480,155000.00,House,House,Sale,3,180 ,,False,,False,True,,,To be renovated
RBU62033,Kortemark,8610,289000.00,House,House,Sale,3,108 ,1,False,,15 m²,80 m²,2,False,
RBU62032,Hulste,8531,165000.00,House,House,Sale,3,109 ,,False,,4 m²,False,2,,Normal
RBU62031,Loppem,8210,297000.00,Appartment,Flat,Sale,2,96 ,1,False,,74 m²,250 m²,2,False,Normal
RBU62030,Zedelgem,8210,309000.00,Appartment,Flat,Sale,2,120 ,1,False,,84 m²,84 m²,4,False,Normal
RBU62026,Roeselare,8800,2350000.00,House,House,Sale,3,700 ,,True,,True,2000 m²,4,False,Excellent
RBU62025,Roeselare,8800,450000.00,House,House,Sale,4,150 ,1,,,True,160 m²,3,False,Excellent
RBU62021,Menen,8930,199000.00,House,House,Sale,4,,1,False,,True,True,2,False,Excellent
RBU62016,Oostende,8400,209000.00,Appartment,Flat,Sale,1,30 ,,,,,,,,
RBU62012,De Panne,8660,149500.00,Appartment,Flat,Sale,1,38 ,,False,,True,False,,,Fully renovated
RBU62010,Koksijde,8670,179000.00,Appartment,Flat,Sale,2,58 ,,,,False,False,,,Normal
RBU62009,Blankenberge,8370,140000.00,Appartment,FlatStudio,Sale,0,42 ,,True,,True,False,,,Fully renovated
RBU62008,Bredene,8450,335000.00,House,House,Sale,3,94 ,,True,,True,False,,,Normal
RBU62007,Blankenberge,8370,140000.00,Appartment,FlatStudio,Sale,0,25 ,,True,,True,False,,,Fully renovated
RBU62004,Oostende,8400,307500.00,Appartment,Flat,Sale,2,92 ,,,,8 m²,False,,,
RBU62003,Oostende,8400,287300.00,Appartment,Flat,Sale,2,84 ,,,,4 m²,False,,,
RBU62002,Oostende,8400,239300.00,Appartment,Flat,Sale,1,66 ,,,,3 m²,False,,,
RBU61996,Kortrijk,8500,325000.00,House,House,Sale,3,228 ,,False,,True,True,2,,Normal
RBU61995,Knokke-Heist,8300,950000.00,House,Villa,Sale,3,215 ,,False,,True,True,4,,To be renovated
RBU61994,Kortrijk,8500,325000.00,House,House,Sale,3,228 ,,False,,True,True,2,,Normal
RBU61982,Brugge,8000,479000.00,House,House,Sale,3,132 ,,,,True,True,2,,
RBU61979,Menen,8930,279000.00,House,House,Sale,4,170 ,,,,True,True,2,,
RBU61978,Oostkamp,8020,850.00,Appartment,Flat,Rent,2,,,,,True,False,,,
RBU61977,Sint-Idesbald,8670,299000.00,Appartment,Flat,Sale,2,,,,,True,False,,,Fully renovated
RBU61976,Beernem,8730,376500.00,House,House,Sale,3,131 ,,,,False,True,3,,
RBU61975,Beernem,8730,374975.00,House,House,Sale,3,130 ,,,,False,True,3,,
RBU61974,Beernem,8730,370000.00,House,House,Sale,3,150 ,,,,False,True,2,,
RBU61973,Beernem,8730,374000.00,House,House,Sale,3,131 ,,,,False,True,3,,
