Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace Surface,Garden Surface,Number of facades,Swimming pool,State of building,Garden,Terrace
VBD07646,Blaimont,5542,89000,1,Chalet,Sale,3,54,,1,0,,,4,1,,1,1
VBD05958,Jambes,5100,720,,Flat,Rent,1,,,0,0,,,,0,1,0,0
VBD05689,Florennes,5620,120000,1,MixedBuilding,Sale,2,161,,0,0,,,2,0,,0,0
VBD04248,Tamines,5060,309000,1,House,Sale,4,225,,0,0,,,2,0,1,1,1
VBD03417,Chairire,5550,319000,1,House,Sale,8,1800,,0,0,,,4,0,0,1,1
VWD14188,Hastire,5540,45200,1,Bungalow,Sale,1,50,1,0,0,20.0,,,0,1,1,1
VBD01150,Beauraing,5570,1750000,1,Villa,Sale,9,732,1,0,0,,3185.0,4,0,2,1,1
VBC95102,Jemeppe-Sur-Sambre,5190,110000,1,House,Sale,6,350,,0,0,,,4,0,0,1,1
VBC94462,Gembloux,5030,370000,,Flat,Sale,2,,,0,0,,,,0,2,0,1
VBC72781,Couvin,5660,158000,,Flat,Sale,1,62,,0,0,2.0,,2,0,1,0,1
VBC92313,Houyet,5560,219000,1,House,Sale,2,155,1,0,0,,,3,0,1,1,1
VBC90695,Tarcienne,5651,590000,1,House,Sale,5,585,,0,1,,1712.0,,0,1,1,1
VBC89368,Willerzie,5575,240000,1,House,Sale,5,144,1,0,0,20.0,,4,0,0,1,1
VBC89369,Gedinne,5575,240000,1,House,Sale,5,144,,0,0,20.0,,4,0,0,0,1
RBT47502,Noiseux,5377,99000,1,Bungalow,Sale,1,44,,0,0,9.0,388.0,4,0,1,1,1
VBC84997,Floreffe,5150,140000,,Flat,Sale,1,60,1,0,0,,,2,0,0,0,0
VBC35511,Brly-de-Pesche,5660,195000,1,House,Sale,2,55,,0,0,,,,0,,0,1
VBC82180,Couvin,5660,195000,1,House,Sale,3,59,,0,0,,1660.0,4,0,2,1,1
VBC78967,Sombreffe,5140,449000,1,House,Sale,3,136,1,0,0,45.0,992.0,4,0,2,1,1
VBC78492,Gelbresse,5024,145000,1,House,Sale,3,105,1,0,0,,615.0,2,0,0,1,1
VWD13516,Laneffe,5651,250000,1,MixedBuilding,Sale,3,130,1,0,0,,1100.0,3,0,0,1,1
VBC70147,Saint-Servais,5002,149000,,Flat,Sale,2,73,1,0,0,,,2,0,0,0,0
VBC49323,PHILIPPEVILLE,5600,40000,1,House,Sale,2,110,,0,0,,,4,0,,1,0
VBC03455,Thon,5300,260000,1,House,Sale,2,163,,0,0,70.0,,4,0,0,1,1
VBC73016,Roly,5600,215000,1,Chalet,Sale,3,102,,0,0,,2478.0,4,0,1,1,0
VBC67482,Namur,5000,239000,,Flat,Sale,1,76,1,0,0,2.0,,3,0,1,0,1
VBC30934,Jambes,5100,845000,,Flat,Sale,3,218,1,0,0,111.0,,3,0,1,0,1
VBC59217,Andenne,5300,385000,1,House,Sale,5,253,1,0,0,48.0,,4,0,1,0,1
VBC59100,Auvelais,5060,475000,1,MixedBuilding,Sale,3,,,0,0,,,2,0,1,0,0
VBC56232,Jambes,5100,245000,,Flat,Sale,1,67,1,0,0,12.0,,,0,2,0,1
VBC56231,Jambes,5100,190000,,FlatStudio,Sale,,55,1,0,0,9.0,,,0,2,0,1
VBC56228,Jambes,5100,327500,,Flat,Sale,3,106,1,0,0,5.0,,,0,2,0,1
VBC55714,Namur,5000,259000,,Flat,Sale,2,215,1,0,0,,,,0,1,0,0
RBS92261,Hastire-Lavaux,5540,62000,1,House,Sale,2,42,,1,0,,,4,0,1,0,1
VBC53156,Dinant,5500,99000,1,House,Sale,1,71,,0,0,,1865.0,4,0,0,1,1
VBC41845,Namur,5000,795000,1,House,Sale,1,236,1,0,0,,,2,0,,0,0
VBC40466,Frasnes,5660,1200,1,House,Rent,2,135,1,0,0,,,,0,,1,1
VBC23513,Villers-le-Gambon,5600,280000,1,MixedBuilding,Sale,4,366,,0,0,35.0,900.0,4,0,1,1,1
VBB99440,Roly,5600,35000,1,Chalet,Sale,2,70,1,0,0,,,,0,1,0,0
RBR71473,Hastire-Lavaux,5540,72900,1,Chalet,Sale,2,42,,1,0,16.0,388.0,4,0,2,1,1
VWD11145,Yves-Gomeze,5650,70000,1,Chalet,Sale,1,50,1,0,0,,1000.0,4,0,0,1,0
VBB73160,Vresse-sur-Semois,5550,1070000,1,House,Sale,24,1500,1,1,1,,,,0,1,1,0
RBP42121,Blaimont,5542,69500,1,Chalet,Sale,2,42,,1,0,16.0,350.0,4,0,1,1,1
VBA87665,Aische-en-Refail,5310,415000,1,House,Sale,4,133,,0,0,,,,0,2,1,1
VBA76573,Jambes,5100,825,,Flat,Rent,1,63,1,0,0,,,2,0,2,0,0
VBA67178,Mariembourg,5660,120000,1,House,Sale,10,365,,0,0,,,,0,,0,0
VBA67177,Mariembourg,5660,100000,1,House,Sale,2,,,0,0,,,3,0,0,1,0
VAZ99588,Forville,5380,249000,1,House,Sale,3,125,,0,1,54.0,423.0,2,0,1,1,1
VAW66255,Ohey,5350,255000,,Flat,Sale,2,94,,0,0,7.0,30.0,,0,2,1,1
VBD44501,Ciergnon,5560,390000,1,House,Sale,3,180,,0,1,50.0,4000.0,,0,2,1,1
VBD44489,Ciney,5590,165000,,Flat,Sale,2,90,,0,0,,,3,0,2,0,0
VBD44488,Ciney,5590,175000,,Flat,Sale,2,93,,0,0,,,3,0,,0,0
VBD44413,Namur,5000,239000,,Flat,Sale,2,97,,0,0,10.0,,2,0,,0,1
VBD44374,Florennes,5620,399000,1,House,Sale,6,373,,0,0,,,4,0,1,1,1
VBD44358,Bivre,5555,439000,1,Villa,Sale,3,207,,0,1,10.0,500.0,,0,2,1,1
VBC88334,Mozet,5340,270000,1,House,Sale,2,130,,0,0,12.0,250.0,4,0,,1,1
VBD44334,Biesme,5640,240000,1,Villa,Sale,2,160,,0,0,,,,0,,1,1
VBD44328,Dinant,5500,650,,Flat,Rent,1,83,,0,0,,,2,0,1,0,0
VBD44325,Hastire,5540,59000,1,House,Sale,2,42,,0,0,15.0,,4,0,,1,1
VBD44316,Tamines,5060,185000,1,House,Sale,2,167,,0,0,,,2,0,1,0,1
VBD44304,Profondeville,5170,299000,1,House,Sale,4,135,1,0,0,20.0,400.0,3,0,1,1,1
VBD24922,Vezin,5300,319000,1,Villa,Sale,2,100,1,0,0,25.0,913.0,4,0,1,1,1
VBD44259,Malonne,5020,1300,1,House,Rent,3,132,1,0,0,,,4,0,2,0,1
VBD44192,Gimne,5680,185000,1,House,Sale,4,,,0,0,,,3,0,1,1,0
VBD44171,Namur,5000,320000,,Penthouse,Sale,2,103,,0,0,20.0,,,0,1,0,1
VBD44160,Bouge,5004,1090,1,House,Rent,2,87,,0,0,,,4,0,1,1,0
VBD44159,Andenne,5300,145000,1,House,Sale,3,100,,0,0,,,3,0,0,1,0
VWD15399,Gesves,5340,925,1,House,Rent,3,90,1,0,1,,,4,0,2,1,1
VWD15395,Namur,5000,590,,FlatStudio,Rent,1,31,1,0,0,,,2,0,1,0,0
VBD44114,Namur,5000,199000,,Flat,Sale,1,52,,0,0,7.0,,,0,2,0,1
VWD15391,Fraire,5650,1100,1,House,Rent,2,90,,0,0,25.0,150.0,3,0,2,1,1
VBD43986,Champion,5020,385000,1,House,Sale,3,179,,0,0,25.0,706.0,3,0,,1,1
VBD43978,Champion,5020,1300,1,House,Rent,3,175,,0,0,25.0,,2,0,2,1,1
VBD43934,Auvelais,5060,265000,1,House,Sale,3,169,1,0,0,30.0,260.0,2,0,1,1,1
VBD43827,Assesse,5330,399000,1,House,Sale,3,150,,0,0,14.0,,2,0,,0,1
VBD43826,Namur,5000,409000,1,House,Sale,3,148,,0,0,14.0,,2,0,,0,1
VBD43824,Namur,5000,399000,,Flat,Sale,3,139,,0,0,35.0,,3,0,,0,1
VBD43712,Florennes,5620,160000,1,House,Sale,3,143,,0,0,,,2,0,0,1,0
VBD43710,Beez,5000,245000,,Duplex,Sale,2,71,,0,0,3.0,,,0,2,0,1
VBD43596,Andenne,5300,225000,1,MixedBuilding,Sale,4,215,,0,0,,,2,0,,0,0
VBD43563,Hamois,5360,650,,Duplex,Rent,1,89,1,0,0,16.0,,3,0,1,0,1
VBD43561,Ciney,5590,600,,Flat,Rent,1,40,1,0,0,,,,0,1,0,0
VBD43544,Rochefort,5580,130000,,Triplex,Sale,2,127,,0,0,,,2,0,,0,0
VBD43543,Rochefort,5580,90000,,Flat,Sale,1,58,,0,0,,,2,0,,0,0
VBD43513,Florennes,5620,800,,Duplex,Rent,3,131,,0,0,,,2,0,1,0,0
VBD43328,Bivre,5555,300000,1,House,Sale,4,174,,0,0,10.0,1200.0,4,0,0,1,1
VBD43289,Mariembourg,5660,147000,1,House,Sale,3,86,1,0,0,18.0,,2,0,1,0,1
VBD43192,Temploux,5020,250000,1,House,PublicSale,3,180,,0,0,,,3,1,1,1,0
VBD43189,Saint-Servais,5002,200000,1,House,PublicSale,5,160,,0,0,20.0,300.0,2,0,,1,1
VBD43101,Andenne,5300,135000,1,House,Sale,2,72,,0,0,,,2,0,,1,1
VBD28220,Clermont,5650,105000,1,House,Sale,3,,,0,0,,,,0,0,1,0
VBD16019,Felenne,5570,105000,1,House,Sale,4,,,0,0,,,2,0,0,1,0
VBD43034,Bierwart,5380,295000,1,House,Sale,3,218,,0,0,,,3,0,,1,1
VBD43025,gheze,5310,385000,,Flat,Sale,2,110,,0,0,,,,1,,1,0
VBD43016,Suarle,5020,950000,1,House,Sale,3,180,,0,0,50.0,,4,1,1,1,1
VBD42932,Hour,5563,310000,1,House,Sale,5,208,1,0,0,,1724.0,4,0,0,1,1
VBD42839,Ciney,5590,850,,Flat,Rent,2,70,1,0,0,2.0,,2,0,2,0,1
VBD42838,Ciney,5590,850,,Flat,Rent,2,70,1,0,0,2.0,,2,0,2,0,1
VBD42794,Floreffe,5150,660000,1,Villa,Sale,4,220,1,0,0,60.0,2000.0,4,0,2,1,1
VBD42793,Saint-Servais,5002,285000,1,House,Sale,3,132,1,0,0,8.0,5.0,3,0,0,1,1
VBD42751,Assesse,5330,230000,,Flat,Sale,3,130,,0,0,30.0,,4,0,2,0,1
VBD42735,Baronville,5570,39900,,Flat,Sale,2,64,1,0,0,,,2,0,0,0,0
VBD42718,Romedenne,5600,290000,1,House,Sale,4,389,,0,0,,,2,0,,1,1
VWD15048,Rochefort,5580,850,,Flat,Rent,2,120,1,0,0,20.0,500.0,3,0,2,1,1
VBC92625,Flawinne,5020,329000,1,House,Sale,3,150,1,0,0,,,4,0,0,1,1
VBD33797,Frasnes,5660,191000,1,House,Sale,4,,,0,0,,,,0,,1,1
VWD13031,Sart-Custinne,5575,345000,1,Villa,Sale,5,161,1,0,0,,,4,0,1,1,1
VBD29897,Rochefort,5580,195000,1,House,Sale,3,132,1,0,0,,,2,0,0,0,1
VBC27229,Beauraing,5570,258000,1,House,Sale,2,100,,0,0,,600.0,4,0,2,1,1
VBC56183,Gonrieux,5660,130000,1,Cottage,Sale,1,657,,0,0,,,4,0,1,0,0
VBD26990,Profondeville,5170,1250,1,House,Rent,3,132,,0,0,,,3,0,,1,0
VBC59592,Beauraing,5570,180000,1,House,Sale,3,90,1,0,0,,1000.0,,0,0,1,0
VBD31260,Beauraing,5570,169000,1,House,Sale,5,175,,0,0,,,,0,0,0,0
VBD13855,Couvin,5660,299000,1,House,Sale,3,,,0,0,,,4,0,1,1,0
VWD15452,mines,5080,1000,,Flat,Rent,3,140,,0,0,,,2,0,2,0,0
VWD15389,Walcourt,5650,850,1,House,Rent,2,83,1,0,0,,,,0,2,0,0
VBC88742,Dinant,5500,325000,1,Villa,Sale,4,200,,0,0,25.0,770.0,,0,1,1,1
VBD13162,Saint-Servais,5002,250000,1,House,Sale,3,,,0,0,,,2,0,1,1,0
VBD12253,Dourbes,5670,220000,1,House,Sale,5,192,,0,0,,,3,0,,0,0
VBD25770,Beauraing,5570,239000,,Flat,Sale,2,107,,0,0,,,2,0,2,0,1
VBD25625,Auvelais,5060,185000,1,House,Sale,2,100,,0,0,,1200.0,3,0,1,1,1
VBD45276,Namur,5000,690,,FlatStudio,Rent,,38,1,0,0,6.0,,3,0,2,0,1
VBD45060,Lives-sur-Meuse,5101,975000,1,House,Sale,3,255,,0,0,30.0,200000.0,4,1,2,1,1
VBD45043,Hamois,5360,1100,1,House,Rent,3,150,1,0,0,,,3,0,1,1,1
VBD44983,Gembloux,5030,1150,,Flat,Rent,2,93,,0,0,,,4,0,1,0,1
VBD44953,Couvin,5660,899000,1,House,Sale,7,490,1,0,0,250.0,6500.0,4,1,2,1,1
VBD44904,Ciney,5590,349000,1,House,Sale,3,150,,0,0,35.0,851.0,,0,1,1,1
VBD44497,Andenne,5300,360000,,Flat,Sale,2,127,,0,0,,,,0,2,0,1
VBD44265,Profondeville,5170,725,,Flat,Rent,1,57,,0,0,,,4,0,2,0,0
VBD44101,Namur,5000,299000,1,House,Sale,6,223,,0,0,,,2,0,0,1,1
VBD44005,Jemeppe-Sur-Sambre,5190,255000,1,House,Sale,4,114,,0,0,30.0,,3,0,,1,1
VBD43974,Neuville,5600,185000,1,House,Sale,1,,,0,0,,,2,0,2,0,1
VBD43949,Wpion,5100,445000,1,House,Sale,4,260,1,0,0,,,4,0,0,1,0
VBD43936,Havelange,5370,349000,1,House,Sale,4,180,1,0,0,12.0,400.0,3,0,2,1,1
VBD43874,Nettinne,5377,495000,1,Cottage,Sale,5,700,,0,0,,,4,0,0,1,0
VBD43830,Jambes,5100,445000,1,MasterHouse,Sale,4,214,,0,0,60.0,,2,0,,1,1
VBD43823,Villers-sur-Lesse,5580,430000,1,House,Sale,5,193,,0,0,,510.0,4,0,,1,1
VBD43821,Rochefort,5580,275000,,Flat,Sale,2,95,,0,0,8.0,,4,0,,0,1
VBD43813,Erpent,5101,825,,Flat,Rent,1,70,,0,0,4.0,,2,0,2,0,1
VBD27044,Romedenne,5600,350000,1,House,Sale,4,390,,0,0,,,4,0,1,1,1
VBD43605,Hogne,5377,268500,1,House,Sale,3,112,,0,1,,,,0,1,1,1
VBD43542,Andenne,5300,295000,1,MasterHouse,Sale,4,160,,0,0,41.0,,2,0,1,1,1
VBD43531,Andenne,5300,295000,1,House,Sale,4,160,,0,0,41.0,,2,0,1,1,1
VBD43307,Mettet,5640,225000,1,Villa,Sale,3,116,,0,0,,,4,0,1,1,1
VBD43036,Ave-et-Auffe,5580,299000,1,Villa,Sale,3,121,,0,0,,1686.0,4,0,,1,1
VBD43030,Ave-et-Auffe,5580,299000,1,House,Sale,3,121,,0,0,,1686.0,4,0,,1,1
VBD43026,Rochefort,5580,125000,1,House,Sale,2,,,0,0,,390.0,,0,0,1,0
VBD43024,velette,5350,1995000,1,House,Sale,14,1500,,0,0,,49494.0,4,1,,1,0
VBD42883,Saint-Servais,5002,224000,1,House,Sale,4,164,1,0,0,14.0,115.0,2,0,0,1,1
VBD42747,Rochefort,5580,325000,1,House,Sale,3,203,,0,0,,,4,0,,1,0
VBD42709,Somme-Leuze,5377,185000,1,Chalet,Sale,3,93,,0,0,,,4,0,,0,1
VBD42661,Rochefort,5580,260000,,Flat,Sale,2,87,,0,0,,,,0,2,0,1
VBD42626,Namur,5000,500,,Flat,Rent,3,76,,0,0,,,2,0,1,0,0
VBD42609,Waillet,5377,375000,1,House,Sale,2,158,,0,0,,868.0,4,0,,1,1
VBD42575,Gembloux,5030,465,,Flat,Rent,8,70,1,1,0,,,,0,2,0,1
VBD42552,Wanlin,5564,265000,1,House,Sale,4,175,1,0,0,,343.0,4,0,1,1,1
VBD42546,Hanzinne,5621,250000,1,House,Sale,3,190,,0,0,,,,0,0,1,0
VBD42413,Ciney,5590,349000,1,House,Sale,3,148,,0,0,40.0,,2,0,,1,1
VBD42391,Andenne,5300,140000,1,House,Sale,2,105,,0,0,7.0,,2,0,,0,1
VBD42273,Erpent,5101,1300,1,House,Rent,2,120,,0,0,20.0,200.0,3,0,,1,1
VBD42244,Roly,5600,129000,1,Chalet,Sale,2,76,,0,0,,,4,0,,0,1
VBD42218,Vencimont,5575,425000,1,Villa,Sale,3,140,,0,0,,,4,0,2,1,1
VBD42162,Sambreville,5060,195000,1,House,Sale,3,159,,0,0,46.0,563.0,3,0,0,1,1
VBD42080,Ciney,5590,189000,,FlatStudio,Sale,,51,,0,0,12.0,,,0,2,0,1
VBD42079,Ciney,5590,238000,,Flat,Sale,1,61,,0,0,10.0,,,0,2,0,1
VBD42078,Ciney,5590,290000,,Flat,Sale,2,81,,0,0,20.0,,,0,2,0,1
VBD42077,Ciney,5590,173628,,Flat,Sale,1,51,,0,0,,,,0,2,0,0
VBC98389,Braibant,5590,200000,1,House,Sale,3,,,0,0,,,4,0,,0,0
VBD41923,Andenne,5300,950,1,House,Rent,4,216,1,0,0,51.0,,2,0,1,1,1
VBD20424,Vencimont,5575,650,,Flat,Rent,2,70,1,0,0,,,,0,2,0,0
VBD41843,Dinant,5500,345000,1,MasterHouse,Sale,7,374,,0,0,,156.0,2,0,,1,0
VBD41749,Sosoye,5537,215000,1,House,Sale,2,90,,0,0,32.0,98.0,,0,1,1,1
VBD41740,Pussemange,5550,110000,1,House,Sale,3,,,0,0,,,4,0,,1,0
VBD41728,Lisogne,5501,155000,1,House,Sale,3,,,0,0,,,2,0,,1,1
VBD41716,Rochefort,5580,295000,,Flat,Sale,2,97,,0,0,7.0,,,0,2,0,1
VBD41715,Rochefort,5580,295000,,Flat,Sale,2,97,,0,0,,43.0,,0,2,1,1
VBD41701,Beauraing,5570,359000,1,House,Sale,4,259,,0,0,,,2,0,,1,1
VBD41617,Andenne,5300,960000,,Penthouse,Sale,3,178,,0,0,87.0,,3,0,2,0,1
VBD41600,Saint-Denis,5081,1025,1,House,Rent,2,97,,0,0,,30.0,3,0,,1,0
VBD41599,Saint-Denis,5081,1025,,Flat,Rent,2,97,,0,0,,30.0,3,0,,1,0
VBD41529,Bois-de-Villers,5170,320000,1,House,Sale,3,,,0,0,,,4,0,,1,1
VWD15318,Dinant,5500,850,1,House,Rent,3,180,,0,0,,,2,0,,0,0
VBD41515,Courrire,5336,275000,1,House,Sale,3,180,1,0,0,,763.0,4,0,0,1,1
VBD41497,Heure,5377,210000,1,Chalet,Sale,2,49,,1,0,8.0,,4,0,,0,1
VBD41494,Somme-Leuze,5377,329000,1,House,Sale,3,179,,1,0,,,4,0,,1,1
VBD41472,Ciney,5590,230000,,Flat,Sale,2,80,,0,0,6.0,,,0,1,0,1
VBD41459,Gembloux,5030,415000,1,House,Sale,3,140,,0,0,,627.0,4,0,0,1,1
VBD41036,Vresse-sur-Semois,5550,475000,1,House,Sale,5,311,,0,0,,,3,0,,1,1
VBD41364,Floreffe,5150,170000,,Flat,Sale,2,70,1,0,0,,,2,0,1,0,0
VBD41320,Hastire,5540,95000,1,Chalet,Sale,1,35,1,0,0,,200.0,4,0,2,1,1
VBD41282,Assesse,5330,350000,1,Villa,Sale,3,120,,0,0,,919.0,4,0,0,1,1
VBD41281,Namur,5000,495000,1,House,Sale,5,197,,0,0,,,2,0,,1,1
VBD41259,Bouge,5004,350000,,Duplex,Sale,3,120,1,0,0,20.0,,3,0,2,0,1
VBD41245,Velaine,5060,299000,1,House,Sale,4,215,1,0,0,,,2,0,1,0,0
VBD41222,Beauraing,5570,215000,1,House,Sale,4,167,,0,0,,1297.0,4,0,0,1,0
VWD15308,Castillon,5650,165000,1,House,Sale,4,168,,0,0,,1000.0,3,0,1,1,0
VBD41211,Dinant,5500,180000,1,House,Sale,3,120,1,0,0,17.0,,2,0,1,0,1
VBD41209,Moustier-Sur-Sambre,5190,330000,1,House,Sale,3,212,,0,0,,,3,0,2,1,1
VBD41035,Vresse-sur-Semois,5550,365000,1,House,Sale,5,311,,0,0,,,3,0,,1,1
VBD40973,Namur,5000,199000,1,House,Sale,4,140,,0,0,,40.0,2,0,,1,0
VBD40972,Namur,5000,199000,1,MixedBuilding,Sale,3,140,,0,0,,,2,0,,1,0
VBD40907,Yvoir,5530,129000,1,House,Sale,2,170,1,0,0,,,3,0,0,1,1
VWD15297,Hamois,5360,875,1,House,Rent,2,120,,0,0,,,2,0,2,1,1
VBD40812,Saint-Servais,5002,250000,1,House,Sale,3,,,0,0,,,2,0,,1,1
VBD40803,Durnal,5530,660,,Duplex,Rent,1,50,,0,0,,,,0,1,0,0
VWD15291,Somze,5651,450000,1,Villa,Sale,3,135,1,0,0,100.0,900.0,4,1,2,1,1
VBD40724,Bohan,5550,250000,1,House,Sale,5,261,1,1,0,20.0,20.0,3,0,1,1,1
VBD40708,Saint-Servais,5002,395000,1,House,Sale,4,230,1,0,0,25.0,,2,0,2,1,1
VBD40663,Moustier-Sur-Sambre,5190,550000,,Loft,Sale,3,214,,0,0,60.0,290.0,2,1,1,1,1
VBD40579,Bouvignes-sur-Meuse,5500,500,,FlatStudio,Rent,1,30,,0,0,,,,0,,0,0
VBD40561,Ciney,5590,250000,1,MixedBuilding,Sale,3,,,0,0,,,2,0,1,0,0
VBD40490,Moustier-Sur-Sambre,5190,330000,1,House,Sale,3,212,1,0,0,14.0,71.0,2,0,,1,1
VWD15286,Vezin,5300,299000,1,House,Sale,2,90,1,0,0,30.0,2300.0,4,0,2,1,1
VBD40295,Yvoir,5530,295000,1,House,Sale,3,110,,0,0,,,4,0,,1,1
VBD40292,Jambes,5100,235000,1,House,Sale,4,160,,0,0,,,3,0,0,1,0
VBD40255,Houyet,5560,750,1,House,Rent,2,95,1,0,0,,,3,0,1,0,1
VWD15281,Membre,5550,55000,,Flat,Sale,1,32,1,0,0,,,,0,1,0,0
VBD40172,Han-sur-Lesse,5580,600,,Duplex,Rent,1,47,1,1,0,,,2,0,1,0,0
VBD40009,Somme-Leuze,5377,160000,1,House,Sale,2,120,,0,1,,,3,0,0,1,0
VBD39858,Namur,5000,1100,,Flat,Rent,2,98,,0,0,10.0,,2,0,1,1,1
VBD39814,Beauraing,5570,305000,1,House,Sale,4,171,1,0,0,35.0,2269.0,4,0,1,1,1
VBD39807,Rochefort,5580,900,,Flat,Rent,2,105,,0,0,6.0,,,0,,0,1
VBD39804,Namur,5000,875000,1,Villa,Sale,4,320,,0,0,121.0,1262.0,4,1,,1,1
VBD39757,gheze,5310,340000,1,House,Sale,4,186,,0,0,,,4,0,1,1,1
VBD39754,Moignele,5060,149000,1,MasterHouse,Sale,4,192,1,0,0,,,4,0,0,1,0
VBD39720,Dinant,5500,185000,1,House,Sale,5,264,,0,0,,,4,0,0,1,1
VWD15269,Erpent,5101,795,1,House,Rent,2,75,,0,0,,,3,0,2,0,0
VBD39693,Mozet,5340,725,,Flat,Rent,1,82,,0,0,,,3,0,,1,0
VBD39688,Jambes,5100,495000,1,House,Sale,4,208,,0,0,30.0,994.0,4,0,1,1,1
VBD39671,Auvelais,5060,200000,1,MixedBuilding,PublicSale,1,,,0,0,,,2,0,,1,0
VBD39462,Ciney,5590,265000,1,House,Sale,2,297,,0,0,67.0,,,0,1,0,1
VBD39399,Ciney,5590,165000,,Flat,Sale,1,47,,0,0,,373.0,,0,1,1,0
VBD39360,Maizeret,5300,390000,1,House,Sale,4,,,0,0,25.0,3000.0,4,0,1,1,1
VBD39334,Biesme,5640,225000,1,House,Sale,2,133,,0,0,,869.0,3,0,0,1,1
VBD39272,Namur,5000,359000,1,House,Sale,4,172,1,0,0,,,2,0,1,1,1
VBD39271,Namur,5000,119000,,Flat,Sale,1,48,1,0,0,,,,0,,0,0
VWD15256,Hastire-Lavaux,5540,145000,1,Chalet,Sale,2,108,1,0,0,,,4,0,1,1,1
VBD39250,Rochefort,5580,375000,1,House,Sale,4,320,,0,0,,,3,0,0,0,0
VWD15241,Naom,5555,1450000,1,House,Sale,9,430,1,0,0,,,4,1,2,1,1
VWD15238,Ciney,5590,1050,,Flat,Rent,2,115,1,0,0,35.0,,2,0,2,0,1
VBD39073,gheze,5310,495000,1,House,Sale,3,,,0,0,50.0,,,0,2,1,1
VBD39064,Rochefort,5580,315000,1,House,Sale,5,200,1,0,0,,,4,0,1,1,1
VBD38986,Profondeville,5170,1650,1,House,Rent,5,271,1,0,0,43.0,782.0,4,0,1,1,1
VBD38954,Hastire-par-del,5541,180000,1,House,Sale,5,,,0,0,,,3,0,0,1,0
VBC95078,Celles,5561,148000,1,Bungalow,Sale,2,64,1,0,0,,,4,0,,1,1
VBD38934,Rochefort,5580,110000,1,House,Sale,3,,,0,0,,,2,0,0,1,0
VBD38839,Membre,5550,599000,1,Chalet,Sale,6,302,1,1,0,20.0,800.0,4,0,2,1,1
VBD38832,Hastire-par-del,5541,90000,1,House,Sale,2,65,,1,1,15.0,42.0,,0,0,1,1
VBD38783,Jambes,5100,960,,Flat,Rent,2,80,,0,0,12.0,,,0,2,0,1
VBD38771,Erpent,5101,350000,,Flat,Sale,1,85,,0,0,8.0,,2,0,2,0,1
VWD15231,Vresse-sur-Semois,5550,239000,1,House,Sale,3,160,1,0,0,,,2,0,1,1,1
VBD38665,Dinant,5500,125000,,Duplex,Sale,2,91,1,0,0,,,3,0,1,0,0
VBD38663,Dinant,5500,120000,,Duplex,Sale,2,91,1,0,0,,,2,0,1,0,0
VBD38662,Couvin,5660,84000,,Flat,Sale,3,145,,0,0,,,,0,1,0,0
VBD38660,Couvin,5660,120000,,Flat,Sale,2,119,1,0,0,,,,0,1,0,0
VBD38659,Couvin,5660,185000,,Flat,Sale,5,440,1,0,0,,,,0,1,0,0
VBD38653,Yvoir,5530,900,1,House,Rent,3,194,1,0,0,,,3,0,2,1,1
VBD38652,Anhe,5537,280000,1,MixedBuilding,Sale,4,213,1,0,0,,,3,0,0,0,1
VWD15227,Gembloux,5030,1700,1,Villa,Rent,4,240,1,0,1,66.0,,,0,,1,1
VBD38626,Floreffe,5150,875,,Flat,Rent,2,,1,0,0,,,4,0,2,0,0
VBD38620,Oignies-En-Thirache,5670,148000,1,House,Sale,2,61,,0,0,55.0,1000.0,4,0,,1,1
VBD38600,Namur,5000,1000,,GroundFloor,Rent,2,90,1,0,0,,,2,0,2,0,1
VBD38526,Beauraing,5570,345000,1,MixedBuilding,Sale,2,315,,0,0,,,2,0,1,0,1
VBD38487,Grand-Leez,5031,595000,1,House,Sale,5,350,,0,0,25.0,1100.0,2,0,0,1,1
VBD38485,Gembloux,5030,250000,,Flat,Sale,2,84,,0,0,,,,0,0,0,0
VBD38455,Jambes,5100,865,,Flat,Rent,2,95,1,0,0,4.0,,2,0,1,0,1
VBD38419,Jambes,5100,220000,1,House,Sale,2,130,,0,0,15.0,80.0,2,0,0,1,1
VBD38328,Houyet,5560,139000,,Flat,Sale,2,84,1,0,0,,,2,0,2,0,0
VBD38307,Ligny,5140,298000,1,House,Sale,4,200,,0,0,20.0,115.0,3,0,,1,1
VBD38281,Vedrin,5020,445000,1,House,Sale,5,185,1,0,0,,,4,0,,1,1
VBD38236,gheze,5310,239000,1,House,Sale,1,87,,0,0,,,4,0,,1,1
VBD38226,Agimont,5544,109500,1,House,Sale,1,76,1,0,0,,365.0,4,0,0,1,0
VBD38209,Ciney,5590,800,,Flat,Rent,2,75,1,0,0,,,,0,1,0,0
VBD38176,Houyet,5560,139000,,Duplex,Sale,2,68,,0,0,,,,0,2,0,0
VBD38175,Houyet,5560,179000,,Duplex,Sale,2,90,,0,0,,,,0,2,0,0
VBD38172,Houyet,5560,159000,,Flat,Sale,1,65,,0,0,21.0,,,0,2,0,1
VBD38169,Houyet,5560,175000,,Flat,Sale,2,80,,0,0,,,,0,2,0,0
VBD38168,Onhaye,5520,250000,1,House,PublicSale,3,,,0,0,,,2,0,,1,0
VBD38166,Onhaye,5520,210000,1,House,PublicSale,3,,,0,0,,,2,0,,1,0
